Row ID,Order Date,Ship Mode,Customer Name,Segment,Product ID,Category,Sub-Category,Sales,Cluster_ID,days_to_ship
38,2016-12-27,3,712,2,875,1,7,113.328,12,4
39,2016-12-27,3,712,2,20,0,4,532.3992,12,4
40,2016-12-27,3,712,2,120,0,5,212.058,12,4
41,2016-12-27,3,712,2,1695,2,13,371.168,12,4
42,2018-09-10,3,460,1,1829,2,13,147.168,14,5
43,2017-07-17,3,657,1,1393,1,14,77.88,1,5
44,2018-09-19,3,270,1,1386,1,14,95.616,-1,4
45,2017-03-11,0,579,1,1461,2,0,45.98,15,2
46,2017-03-11,0,579,1,767,1,3,17.46,15,2
47,2015-10-20,2,589,0,1351,1,14,211.96,16,5
48,2017-06-20,3,458,0,1519,2,0,45.0,17,5
49,2017-06-20,3,458,0,1824,2,13,21.8,17,5
50,2016-04-18,3,198,0,822,1,3,38.22,18,4
51,2016-04-18,3,198,0,980,1,10,75.18,18,4
52,2016-04-18,3,198,0,192,0,9,6.16,18,4
53,2016-04-18,3,198,0,100,0,5,89.99,18,4
54,2017-12-11,3,349,1,904,1,8,15.26,19,6
55,2017-12-11,3,349,1,1768,2,13,1029.95,19,6
56,2017-06-17,0,735,0,1306,1,14,208.56,20,1
57,2017-06-17,0,735,0,1110,1,12,32.4,20,1
58,2017-06-17,0,735,0,115,0,5,319.41,20,1
59,2017-06-17,0,735,0,1061,1,12,14.56,20,1
60,2017-06-17,0,735,0,1519,2,0,30.0,20,1
61,2017-06-17,0,735,0,692,1,3,48.48,20,1
62,2017-06-17,0,735,0,531,1,2,1.68,20,1
63,2016-11-24,3,446,0,1587,2,0,13.98,1,6
64,2016-11-24,3,446,0,677,1,3,25.824,1,6
65,2016-11-24,3,446,0,1237,1,12,146.73,1,6
66,2016-11-24,3,446,0,153,0,9,79.76,1,6
67,2016-04-30,3,596,2,65,0,5,213.115,21,5
68,2015-12-05,3,105,1,557,1,2,1113.024,22,5
69,2015-12-05,3,105,1,1784,2,13,167.968,22,5
70,2017-06-04,0,416,0,1050,1,12,75.88,23,2
71,2017-09-18,3,330,0,832,1,3,4.616,19,5
72,2018-09-14,2,765,0,1276,1,12,19.05,24,3
73,2016-04-26,3,381,0,56,0,5,831.936,25,6
74,2016-04-26,3,381,0,267,0,9,97.04,25,6
75,2016-04-26,3,381,0,1405,1,14,72.784,25,6
76,2018-12-09,0,438,1,809,1,3,1.248,12,2
77,2018-12-09,0,438,1,147,0,9,9.708,12,2
78,2018-12-09,0,438,1,1307,1,14,27.24,12,2
79,2015-11-26,2,381,0,250,0,9,19.3,12,5
80,2017-06-12,0,716,1,416,1,1,208.16,26,3
81,2017-06-12,0,716,1,732,1,3,16.74,26,3
82,2015-10-12,3,244,0,542,1,2,14.9,8,4
83,2015-10-12,3,244,0,1367,1,14,21.39,8,4
84,2016-09-03,3,405,1,850,1,7,200.984,27,5
85,2018-11-13,0,158,2,1397,1,14,230.376,21,3
86,2018-05-28,2,589,0,63,0,5,301.96,28,2
87,2018-10-26,3,591,0,1512,2,0,19.99,29,7
88,2018-10-26,3,591,0,945,1,10,6.16,29,7
89,2017-04-05,2,295,2,1390,1,14,158.368,12,5
90,2017-09-17,3,377,1,632,1,2,20.1,1,5
91,2017-09-17,3,377,1,1829,2,13,73.584,1,5
92,2017-09-17,3,377,1,1038,1,12,6.48,1,5
93,2016-01-31,2,419,0,1207,1,12,12.96,30,5
94,2016-01-31,2,419,0,272,0,9,53.34,30,5
95,2016-01-31,2,419,0,752,1,3,32.96,30,5
96,2018-11-06,3,645,2,836,1,3,5.682,31,6
97,2018-11-09,2,583,2,159,0,9,96.53,19,2
98,2018-06-17,0,421,0,708,1,3,51.312,8,3
99,2017-09-06,3,255,1,385,1,1,77.88,-1,5
100,2017-08-29,3,629,2,1210,1,12,64.624,21,4
101,2017-08-29,3,629,2,1505,2,0,95.976,21,4
102,2017-08-29,3,629,2,743,1,3,1.788,21,4
103,2017-12-01,2,296,0,1246,1,12,23.92,29,3
104,2016-11-13,3,456,0,1499,2,0,238.896,32,4
105,2016-11-13,3,456,0,283,0,9,102.36,32,4
106,2016-11-13,3,456,0,747,1,3,36.882,32,4
107,2018-11-23,3,348,0,1561,2,0,74.112,33,5
108,2018-11-23,3,348,0,1790,2,13,27.992,33,5
109,2018-11-23,3,348,0,482,1,2,3.304,33,5
110,2016-10-15,3,602,2,1476,2,0,339.96,-1,5
111,2018-12-25,3,185,1,202,0,9,41.96,19,5
112,2017-11-03,3,169,0,481,1,2,75.96,-1,7
113,2017-11-03,3,169,0,797,1,3,27.24,-1,7
114,2015-08-25,2,662,0,908,1,8,40.096,34,2
115,2015-08-25,2,662,0,871,1,7,4.72,34,2
116,2015-08-25,2,662,0,1285,1,12,23.976,34,2
117,2015-08-25,2,662,0,869,1,7,130.464,34,2
118,2016-03-02,3,204,0,332,0,16,787.53,4,4
119,2016-04-05,3,308,1,779,1,3,157.794,35,5
120,2017-06-12,0,713,0,214,0,9,47.04,36,3
121,2017-06-12,0,713,0,794,1,3,30.84,36,3
122,2017-06-12,0,713,0,1317,1,14,226.56,36,3
123,2017-06-12,0,713,0,868,1,7,115.02,36,3
124,2017-06-12,0,713,0,1820,2,13,68.04,36,3
125,2015-12-26,2,11,2,118,0,5,600.558,12,2
126,2015-09-20,3,609,0,369,0,16,617.7,37,5
127,2018-11-05,3,771,0,766,1,3,2.388,38,7
128,2018-11-05,3,771,0,1381,1,14,243.992,38,7
129,2017-11-06,2,463,2,65,0,5,81.424,1,4
130,2017-11-06,2,463,2,270,0,9,238.56,1,4
131,2018-02-02,0,237,1,1761,2,13,59.97,34,3
132,2018-02-02,0,237,1,1168,1,12,78.304,34,3
133,2018-02-02,0,237,1,925,1,8,21.456,34,3
134,2017-10-13,3,457,0,1129,1,12,20.04,39,6
135,2017-10-13,3,457,0,1121,1,12,35.44,39,6
136,2017-10-13,3,457,0,506,1,2,11.52,39,6
137,2017-10-13,3,457,0,929,1,8,4.02,39,6
138,2017-10-13,3,457,0,837,1,3,76.176,39,6
139,2017-10-13,3,457,0,1429,1,15,65.88,39,6
140,2017-10-13,3,457,0,192,0,9,43.12,39,6
141,2017-09-05,2,391,1,310,0,9,82.8,10,2
142,2018-09-18,3,663,1,500,1,2,8.82,8,5
143,2018-09-18,3,663,1,891,1,7,10.86,8,5
144,2018-09-18,3,663,1,1259,1,12,143.7,8,5
145,2018-12-22,3,670,0,396,1,1,839.43,-1,5
146,2016-09-07,3,326,0,1397,1,14,671.93,40,5
147,2015-10-22,3,510,2,156,0,9,93.888,41,6
148,2017-12-05,3,409,1,1687,2,13,384.45,42,4
149,2017-12-05,3,409,1,1722,2,13,149.97,42,4
150,2017-12-05,3,409,1,55,0,5,1951.84,42,4
151,2017-12-05,3,409,1,745,1,3,171.55,42,4
152,2017-03-13,0,733,2,384,1,1,157.92,43,3
153,2017-03-13,0,733,2,1714,2,13,203.184,43,3
154,2016-05-31,0,708,1,1141,1,12,58.38,44,2
155,2016-05-31,0,708,1,1162,1,12,105.52,44,2
156,2016-05-31,0,708,1,1350,1,14,80.88,44,2
157,2016-05-28,3,564,2,522,1,2,6.63,4,6
158,2015-03-01,2,202,0,118,0,5,457.568,4,5
159,2017-11-20,3,576,0,979,1,10,14.62,-1,4
160,2017-11-20,3,576,0,1843,2,13,944.93,-1,4
161,2017-05-11,0,736,0,1186,1,12,5.98,1,1
162,2016-12-28,2,262,0,1566,2,0,54.384,10,3
163,2017-11-16,3,658,0,865,1,7,28.4,45,4
164,2017-11-07,3,514,0,801,1,3,27.68,4,4
165,2015-09-08,3,75,0,618,1,2,9.936,46,4
166,2015-09-08,3,75,0,1623,2,11,8159.952,46,4
167,2015-09-08,3,75,0,1325,1,14,275.928,46,4
168,2015-09-08,3,75,0,121,0,5,1740.06,46,4
169,2015-09-08,3,75,0,556,1,2,32.064,46,4
170,2015-09-08,3,75,0,428,1,1,177.98,46,4
171,2015-09-08,3,75,0,1822,2,13,143.976,46,4
172,2015-08-05,3,140,0,1064,1,12,20.94,1,4
173,2015-08-05,3,140,0,1085,1,12,110.96,1,4
174,2015-08-05,3,140,0,111,0,5,340.144,1,4
175,2015-09-14,3,358,1,393,1,1,52.448,21,5
176,2015-09-14,3,358,1,985,1,10,20.16,21,5
177,2018-04-21,2,698,0,433,1,1,97.264,12,4
178,2016-11-21,2,381,0,128,0,5,396.802,41,2
179,2016-11-21,2,381,0,1434,1,15,15.88,41,2
180,2016-12-15,3,374,2,535,1,2,3.28,19,4
181,2015-12-05,2,208,1,1391,1,14,24.816,47,4
182,2015-12-05,2,208,1,1588,2,0,408.744,47,4
183,2015-11-19,2,643,2,1803,2,13,503.96,48,5
184,2015-11-19,2,643,2,1853,2,13,149.95,48,5
185,2015-11-19,2,643,2,1526,2,0,29.0,48,5
186,2017-11-28,3,664,0,714,1,3,7.16,49,4
187,2015-08-26,3,284,2,1523,2,0,176.8,1,4
188,2017-07-16,3,23,1,1336,1,14,37.224,50,6
189,2017-07-16,3,23,1,1141,1,12,20.016,50,6
190,2016-10-12,0,496,2,22,0,4,899.136,19,2
191,2016-10-12,0,496,2,1729,2,13,71.76,19,2
192,2016-10-12,0,496,2,1017,1,12,51.84,19,2
193,2016-10-12,0,496,2,20,0,4,626.352,19,2
194,2016-10-12,0,496,2,585,1,2,19.9,19,2
195,2016-10-31,3,499,1,860,1,7,14.28,51,6
196,2015-03-21,3,133,0,625,1,2,7.408,-1,4
197,2015-03-21,3,133,0,609,1,2,6.048,-1,4
198,2018-11-06,3,776,2,1338,1,14,46.26,52,7
199,2018-07-06,3,289,1,653,1,3,2.946,10,7
200,2018-07-06,3,289,1,1185,1,12,16.056,10,7
201,2018-06-24,3,485,0,1180,1,12,21.744,53,5
202,2015-08-03,0,116,0,367,0,16,218.75,32,2
203,2015-08-03,0,116,0,450,1,1,2.6,32,2
204,2018-12-17,2,474,0,444,1,1,66.284,54,4
205,2018-06-03,3,324,1,242,0,9,35.168,55,4
206,2018-12-09,3,452,0,1745,2,13,444.768,-1,5
207,2018-12-01,3,397,0,1310,1,14,83.92,56,6
208,2018-12-01,3,397,0,1736,2,13,131.98,56,6
209,2018-12-01,3,397,0,766,1,3,15.92,56,6
210,2018-12-01,3,397,0,902,1,8,52.29,56,6
211,2018-12-01,3,397,0,1346,1,14,91.99,56,6
212,2016-02-09,2,530,1,1489,2,0,20.8,54,4
213,2016-01-02,3,782,1,1007,1,10,23.68,57,7
214,2016-01-02,3,782,1,46,0,4,452.45,57,7
215,2016-01-02,3,782,1,1790,2,13,62.982,57,7
216,2016-01-02,3,782,1,1624,2,11,1188.0,57,7
217,2016-01-02,3,782,1,1459,2,0,89.584,57,7
218,2017-10-28,3,392,0,1336,1,14,93.06,1,4
219,2017-10-28,3,392,0,1775,2,13,302.376,1,4
220,2016-12-24,0,393,0,906,1,8,5.584,58,3
221,2016-12-24,0,393,0,1243,1,12,22.704,58,3
222,2016-12-24,0,393,0,752,1,3,19.776,58,3
223,2016-12-24,0,393,0,140,0,9,72.704,58,3
224,2016-12-24,0,393,0,1631,2,11,479.988,58,3
225,2016-12-24,0,393,0,539,1,2,27.168,58,3
226,2016-08-09,3,210,1,502,1,2,2.2,16,7
227,2016-08-09,3,210,1,358,0,16,622.45,16,7
228,2016-08-09,3,210,1,1370,1,14,21.98,16,7
229,2016-02-28,3,775,0,131,0,5,161.568,59,5
230,2016-02-28,3,775,0,123,0,5,389.696,59,5
231,2015-09-13,3,267,1,706,1,3,18.648,33,4
232,2018-04-07,3,158,2,331,0,16,233.86,60,5
233,2018-04-07,3,158,2,355,0,16,620.6145,60,5
234,2018-04-07,3,158,2,706,1,3,5.328,60,5
235,2018-04-07,3,158,2,284,0,9,258.072,60,5
236,2018-04-07,3,158,2,1568,2,0,617.976,60,5
237,2018-11-12,3,206,1,1171,1,12,10.56,44,4
238,2017-06-04,2,441,0,1214,1,12,25.92,21,5
239,2017-06-04,2,441,0,158,0,9,419.68,21,5
240,2017-06-04,2,441,0,297,0,9,11.688,21,5
241,2017-06-04,2,441,0,1678,2,13,31.984,21,5
242,2017-06-04,2,441,0,344,0,16,177.225,21,5
243,2017-06-04,2,441,0,226,0,9,4.044,21,5
244,2017-06-04,2,441,0,625,1,2,7.408,21,5
245,2015-06-01,2,230,2,118,0,5,2001.86,61,5
246,2015-06-01,2,230,2,1361,1,14,166.72,61,5
247,2015-06-01,2,230,2,1249,1,12,47.88,61,5
248,2015-06-01,2,230,2,439,1,1,1503.25,61,5
249,2015-06-01,2,230,2,1017,1,12,25.92,61,5
250,2017-12-10,2,475,0,99,0,5,321.568,8,5
251,2017-09-11,3,434,0,1271,1,12,7.61,62,6
252,2017-09-11,3,434,0,1568,2,0,3347.37,62,6
253,2017-12-10,0,219,0,1331,1,14,80.58,19,3
254,2017-12-10,0,219,0,884,1,7,361.92,19,3
255,2016-11-28,3,190,1,226,0,9,12.132,21,6
256,2016-11-28,3,190,1,1414,1,14,82.368,21,6
257,2016-11-28,3,190,1,1350,1,14,53.92,21,6
258,2016-11-28,3,190,1,1732,2,13,647.904,21,6
259,2018-12-01,2,176,0,1463,2,0,20.37,19,2
260,2018-12-01,2,176,0,1379,1,14,221.55,19,2
261,2018-12-01,2,176,0,774,1,3,17.52,19,2
262,2018-06-08,3,238,1,418,1,1,1.624,63,4
263,2015-09-19,2,684,1,1623,2,11,3059.982,12,2
264,2015-09-19,2,684,1,1658,2,11,2519.958,12,2
265,2017-06-06,3,653,0,1721,2,13,328.224,21,7
266,2016-11-10,3,13,0,1581,2,0,79.9,64,5
267,2018-06-16,3,167,1,588,1,2,14.016,-1,4
268,2017-01-22,3,591,0,934,1,8,7.56,65,6
269,2018-12-09,3,152,1,1406,1,14,37.208,66,4
270,2018-12-09,3,152,1,894,1,7,57.576,66,4
271,2018-12-28,2,444,1,1384,1,14,725.84,8,5
272,2016-07-30,0,326,0,1565,2,0,209.93,8,1
273,2016-07-30,0,326,0,253,0,9,5.28,8,1
274,2016-07-30,0,326,0,741,1,3,10.92,8,1
275,2018-09-16,0,65,1,1178,1,12,8.82,67,1
276,2018-09-16,0,65,1,517,1,2,5.98,67,1
277,2018-10-13,3,32,1,1065,1,12,11.648,10,4
278,2018-10-13,3,32,1,1267,1,12,18.176,10,4
279,2018-10-13,3,32,1,1319,1,14,59.712,10,4
280,2018-10-13,3,32,1,972,1,10,24.84,10,4
281,2016-09-26,2,713,0,843,1,3,2.08,12,2
282,2016-09-26,2,713,0,1738,2,13,1114.4,12,2
283,2016-11-02,3,350,0,349,0,16,1038.84,1,4
284,2016-09-26,3,765,0,1048,1,12,141.76,31,6
285,2016-09-26,3,765,0,1510,2,0,239.8,31,6
286,2016-09-26,3,765,0,1251,1,12,31.104,31,6
287,2017-12-18,2,12,1,665,1,3,254.058,68,2
288,2017-12-18,2,12,1,433,1,1,194.528,68,2
289,2017-12-18,2,12,1,1423,1,15,961.48,68,2
290,2017-11-20,2,569,2,928,1,8,19.096,34,4
291,2017-11-20,2,569,2,1011,1,10,18.496,34,4
292,2017-11-20,2,569,2,1513,2,0,255.984,34,4
293,2017-11-20,2,569,2,47,0,4,86.97,34,4
294,2015-12-26,0,435,1,290,0,9,300.416,69,2
295,2015-12-26,0,435,1,77,0,5,230.352,69,2
296,2015-12-26,0,435,1,240,0,9,218.352,69,2
297,2015-12-26,0,435,1,829,1,3,78.6,69,2
298,2015-12-26,0,435,1,941,1,8,27.552,69,2
299,2017-10-28,3,391,1,1151,1,12,32.4,70,6
300,2017-10-28,3,391,1,1378,1,14,1082.48,70,6
301,2017-10-28,3,391,1,1255,1,12,56.91,70,6
302,2017-10-28,3,391,1,197,0,9,77.6,70,6
303,2017-10-28,3,391,1,744,1,3,14.28,70,6
304,2018-11-19,3,392,0,343,0,16,219.075,21,4
305,2016-05-04,2,14,1,232,0,9,26.8,19,5
306,2015-12-30,3,438,1,590,1,2,9.84,71,5
307,2015-06-01,3,173,2,676,1,3,45.48,72,5
308,2015-06-01,3,173,2,544,1,2,289.2,72,5
309,2018-04-15,0,691,0,560,1,2,4.89,73,2
310,2017-09-12,2,78,1,201,0,9,15.136,74,2
311,2017-09-12,2,78,1,119,0,5,466.768,74,2
312,2017-09-12,2,78,1,194,0,9,15.232,74,2
313,2017-09-12,2,78,1,955,1,10,6.264,74,2
314,2015-09-27,3,745,1,188,0,9,87.54,75,6
315,2015-08-09,3,34,1,1766,2,13,178.384,76,7
316,2015-08-09,3,34,1,1139,1,12,15.552,76,7
317,2015-12-28,0,722,1,577,1,2,99.136,10,2
318,2015-11-04,3,561,2,92,0,5,135.882,19,5
319,2015-11-04,3,561,2,1646,2,11,3991.98,19,5
320,2015-11-04,3,561,2,1829,2,13,275.94,19,5
321,2015-11-04,3,561,2,1478,2,0,360.0,19,5
322,2015-11-04,3,561,2,1381,1,14,43.57,19,5
323,2015-09-19,3,280,1,909,1,8,7.16,77,5
324,2017-04-23,3,306,1,829,1,3,251.52,-1,4
325,2017-04-23,3,306,1,1509,2,0,99.99,-1,4
326,2018-11-03,2,232,1,205,0,9,15.992,78,2
327,2017-08-30,0,588,0,1815,2,13,290.898,10,2
328,2017-08-30,0,588,0,1312,1,14,54.224,10,2
329,2017-08-30,0,588,0,103,0,5,786.744,10,2
330,2017-08-30,0,588,0,958,1,10,100.24,10,2
331,2017-08-30,0,588,0,694,1,3,37.764,10,2
332,2017-04-25,2,388,0,1846,2,13,82.8,10,4
333,2017-04-25,2,388,0,684,1,3,20.724,10,4
334,2017-04-25,2,388,0,717,1,3,4.896,10,4
335,2016-09-01,2,239,0,716,1,3,4.752,1,3
336,2016-09-01,2,239,0,1603,2,6,959.984,1,3
337,2016-09-01,2,239,0,807,1,3,14.368,1,3
338,2015-07-12,3,27,1,769,1,3,7.712,8,5
339,2015-07-12,3,27,1,370,0,16,698.352,8,5
340,2016-06-22,2,441,0,905,1,8,4.96,-1,4
341,2015-04-13,2,391,1,474,1,2,17.856,10,4
342,2015-04-13,2,391,1,781,1,3,509.97,10,4
343,2015-04-13,2,391,1,925,1,8,30.992,10,4
344,2015-04-13,2,391,1,1703,2,13,71.928,10,4
345,2016-12-20,3,140,0,1294,1,14,88.8,79,4
346,2018-06-15,3,168,0,1761,2,13,47.976,8,4
347,2018-07-08,3,731,0,609,1,2,7.56,80,4
348,2018-07-08,3,731,0,1034,1,12,24.56,80,4
349,2018-07-08,3,731,0,515,1,2,12.96,80,4
350,2017-09-01,0,3,2,1463,2,0,6.79,19,2
351,2017-09-01,0,3,2,1144,1,12,24.56,19,2
352,2017-09-01,0,3,2,728,1,3,3.048,19,2
353,2017-09-01,0,3,2,1144,1,12,49.12,19,2
354,2017-09-01,0,3,2,845,1,3,4355.168,19,2
355,2017-04-08,3,365,0,19,0,4,388.704,19,5
356,2017-04-08,3,365,0,853,1,7,8.26,19,5
357,2017-04-08,3,365,0,552,1,2,17.04,19,5
358,2017-04-08,3,365,0,1183,1,12,34.4,19,5
359,2017-04-23,3,324,1,1180,1,12,36.24,33,5
360,2018-03-08,0,780,1,397,1,1,647.84,81,3
361,2018-03-08,0,780,1,959,1,10,20.7,81,3
362,2018-09-25,3,427,0,959,1,10,20.7,19,6
363,2018-09-25,3,427,0,61,0,5,488.646,19,6
364,2018-09-25,3,427,0,594,1,2,5.56,19,6
365,2018-09-25,3,427,0,137,0,9,47.12,19,6
366,2015-09-24,3,402,0,1351,1,14,211.96,8,5
367,2017-10-21,1,525,1,735,1,3,23.2,82,0
368,2017-10-21,1,525,1,1430,1,15,7.36,82,0
369,2017-10-21,1,525,1,1368,1,14,104.79,82,0
370,2017-10-21,1,525,1,20,0,4,1043.92,82,0
371,2018-05-29,3,315,0,1150,1,12,25.92,83,6
372,2018-05-29,3,315,0,1359,1,14,53.424,83,6
373,2015-07-23,3,59,0,717,1,3,8.16,84,4
374,2015-07-23,3,59,0,1570,2,0,1023.936,84,4
375,2015-07-23,3,59,0,492,1,2,9.24,84,4
376,2015-07-23,3,59,0,1517,2,0,479.04,84,4
377,2017-09-28,0,550,1,1200,1,12,99.136,85,3
378,2018-08-27,3,26,1,374,0,16,1488.424,86,5
379,2016-04-28,3,659,0,390,1,1,8.652,12,7
380,2016-04-28,3,659,0,1389,1,14,23.832,12,7
381,2016-04-28,3,659,0,650,1,3,12.176,12,7
382,2017-10-28,0,18,1,1278,1,12,50.96,8,1
383,2017-10-28,0,18,1,731,1,3,49.536,8,1
384,2016-06-26,2,450,1,1590,2,0,41.9,71,3
385,2016-11-27,3,227,0,320,0,16,375.4575,87,5
386,2016-11-27,3,227,0,1525,2,0,83.976,87,5
387,2016-12-03,3,213,1,1633,2,11,482.34,10,4
388,2016-12-03,3,213,1,203,0,9,2.96,10,4
389,2015-11-24,0,560,0,629,1,2,2.624,66,2
390,2018-12-11,3,544,0,638,1,3,23.36,19,4
391,2018-12-11,3,544,0,1512,2,0,39.98,19,4
392,2015-09-21,2,339,0,1795,2,13,246.384,88,2
393,2015-09-21,2,339,0,1608,2,6,1799.97,88,2
394,2015-06-07,2,72,1,798,1,3,12.462,89,3
395,2018-06-30,3,779,2,824,1,3,75.792,90,5
396,2018-10-17,2,674,1,1318,1,14,49.96,91,2
397,2018-10-17,2,674,1,1173,1,12,12.96,91,2
398,2016-10-31,3,319,2,1440,1,15,70.12,24,4
399,2017-09-08,2,44,0,1349,1,14,35.952,12,2
400,2017-09-08,2,44,0,48,0,4,2396.2656,12,2
401,2017-09-08,2,44,0,1323,1,14,131.136,12,2
402,2017-09-08,2,44,0,1460,2,0,57.584,12,2
403,2015-12-24,0,477,0,1140,1,12,9.568,92,2
404,2015-04-16,3,708,1,582,1,2,39.072,93,4
405,2018-12-24,3,654,0,462,1,1,35.91,19,5
406,2018-12-08,3,432,0,1460,2,0,179.95,8,4
407,2018-12-08,3,432,0,1611,2,6,1199.976,8,4
408,2018-12-08,3,432,0,1228,1,12,27.15,8,4
409,2018-12-08,3,432,0,339,0,16,1004.024,8,4
410,2018-12-08,3,432,0,1190,1,12,9.68,8,4
411,2018-12-08,3,432,0,995,1,10,28.35,8,4
412,2018-12-08,3,432,0,1144,1,12,55.98,8,4
413,2018-12-08,3,432,0,15,0,4,1336.829,8,4
414,2018-12-08,3,432,0,114,0,5,113.568,8,4
415,2018-11-03,3,443,1,1024,1,12,139.86,4,4
416,2018-11-03,3,443,1,77,0,5,307.136,4,4
417,2018-06-24,3,132,0,617,1,2,95.92,94,4
418,2017-04-14,3,608,0,133,0,5,383.8,1,4
419,2018-11-06,3,780,1,1234,1,12,5.78,95,4
420,2018-03-04,3,722,1,523,1,2,9.32,1,5
421,2018-03-04,3,722,1,848,1,7,15.25,1,5
422,2015-06-22,0,381,0,1572,2,0,196.752,96,3
423,2018-10-19,3,529,1,307,0,9,56.56,97,4
424,2018-10-19,3,529,1,1322,1,14,32.7,97,4
425,2018-08-21,2,557,0,49,0,5,866.4,98,2
426,2018-11-23,2,349,1,254,0,9,28.4,99,3
427,2018-11-23,2,349,1,696,1,3,287.92,99,3
428,2015-09-12,0,697,2,1615,2,11,69.99,100,1
429,2018-10-01,3,440,1,480,1,2,6.672,46,7
430,2017-04-15,3,651,2,828,1,3,189.588,-1,6
431,2017-04-15,3,651,2,1588,2,0,408.744,-1,6
432,2017-04-15,3,651,2,1588,2,0,291.96,-1,6
433,2017-04-15,3,651,2,1308,1,14,4.768,-1,6
434,2017-06-06,0,202,0,1387,1,14,714.3,80,1
435,2015-12-19,3,542,0,664,1,3,4.812,101,6
436,2015-12-19,3,542,0,1535,2,0,247.8,101,6
437,2017-06-12,2,610,2,1648,2,11,1007.979,21,2
438,2017-06-12,2,610,2,1144,1,12,313.488,21,2
439,2018-09-15,3,102,1,1158,1,12,31.872,12,4
440,2018-01-20,2,185,1,105,0,5,207.846,19,3
441,2017-09-05,2,603,0,146,0,9,12.22,16,2
442,2017-09-05,2,603,0,1292,1,14,194.94,16,2
443,2017-09-05,2,603,0,1382,1,14,70.95,16,2
444,2017-09-05,2,603,0,1157,1,12,91.36,16,2
445,2017-09-05,2,603,0,90,0,5,242.94,16,2
446,2017-09-05,2,603,0,962,1,10,22.05,16,2
447,2018-03-20,2,770,0,143,0,9,2.91,102,5
448,2017-04-01,2,622,0,488,1,2,59.52,103,2
449,2017-04-01,2,622,0,1340,1,14,161.94,103,2
450,2017-04-01,2,622,0,536,1,2,263.88,103,2
451,2017-04-01,2,622,0,569,1,2,30.48,103,2
452,2017-04-01,2,622,0,634,1,2,9.84,103,2
453,2017-04-01,2,622,0,1765,2,13,35.12,103,2
454,2018-10-20,3,245,1,328,0,16,284.364,53,4
455,2018-10-20,3,245,1,1297,1,14,665.408,53,4
456,2017-12-13,3,440,1,1506,2,0,63.88,-1,4
457,2015-02-12,3,671,0,51,0,5,129.568,104,6
458,2017-09-26,3,557,0,88,0,5,747.558,47,5
459,2017-09-26,3,557,0,857,1,7,8.928,47,5
460,2016-12-15,3,397,0,426,1,1,103.92,4,7
461,2016-12-15,3,397,0,1585,2,0,899.91,4,7
462,2016-12-15,3,397,0,679,1,3,51.312,4,7
463,2017-04-22,3,734,2,137,0,9,23.56,38,7
464,2017-04-22,3,734,2,336,0,16,1272.63,38,7
465,2017-04-22,3,734,2,651,1,3,28.485,38,7
466,2017-04-22,3,734,2,1443,1,15,185.376,38,7
467,2017-04-22,3,734,2,430,1,1,78.272,38,7
468,2016-01-17,3,394,2,240,0,9,254.744,105,7
469,2018-03-31,3,210,1,23,0,4,205.3328,106,4
