ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Category,Category_lower,Category_upper,Christmas,Christmas_lower,Christmas_upper,Cluster_ID,Cluster_ID_lower,Cluster_ID_upper,Fourth of July,Fourth of July_lower,Fourth of July_upper,Segment,Segment_lower,Segment_upper,Ship Mode,Ship Mode_lower,Ship Mode_upper,Sub-Category,Sub-Category_lower,Sub-Category_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Valentine's Day,Valentine's Day_lower,Valentine's Day_upper,additive_terms,additive_terms_lower,additive_terms_upper,days_to_ship,days_to_ship_lower,days_to_ship_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-01-15,233.19801230382208,-534.2910399126263,1055.363072003981,233.19801230382208,233.19801230382208,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,25.80705117364852,25.80705117364852,25.80705117364852,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,35.42027900037686,35.42027900037686,35.42027900037686,29.74598307582261,29.74598307582261,29.74598307582261,0.0,0.0,0.0,259.0050634774706
2015-01-16,233.29339037980728,-578.0755429342337,1024.5861948478966,233.29339037980728,233.29339037980728,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-19.810853009667618,-19.810853009667618,-19.810853009667618,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-11.866828458278238,-11.866828458278238,-11.866828458278238,31.415186351161573,31.415186351161573,31.415186351161573,0.0,0.0,0.0,213.48253737013965
2015-01-18,233.4841465317776,-585.3967873532449,1040.7925913273698,233.4841465317776,233.4841465317776,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-13.52358875207108,-13.52358875207108,-13.52358875207108,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-9.287384435280513,-9.287384435280513,-9.287384435280513,35.123006585760386,35.123006585760386,35.123006585760386,0.0,0.0,0.0,219.96055777970653
2015-01-19,233.57952460776278,-662.4105983894689,988.1350875403474,233.57952460776278,233.57952460776278,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-28.326721931701954,-28.326721931701954,-28.326721931701954,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-26.027800657468475,-26.027800657468475,-26.027800657468475,37.06028962831747,37.06028962831747,37.06028962831747,0.0,0.0,0.0,205.2528026760608
2015-01-20,233.67490268374797,-624.0563229375676,970.6318199565846,233.67490268374797,233.67490268374797,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-9.667477440365206,-9.667477440365206,-9.667477440365206,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-9.279886786038148,-9.279886786038148,-9.279886786038148,38.97162024822389,38.97162024822389,38.97162024822389,0.0,0.0,0.0,224.00742524338276
2015-01-23,233.96103691170347,-606.1013933624838,1038.4850328532964,233.96103691170347,233.96103691170347,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-7.394344373580497,-7.394344373580497,-7.394344373580497,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-11.866828458262736,-11.866828458262736,-11.866828458262736,43.8316949872332,43.8316949872332,43.8316949872332,0.0,0.0,0.0,226.56669253812296
2015-01-26,234.24717113965903,-631.5994324736863,1018.4172407934084,234.24717113965903,234.24717113965903,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-19.614240576456208,-19.614240576456208,-19.614240576456208,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-26.02780065749139,-26.02780065749139,-26.02780065749139,45.772770983586135,45.772770983586135,45.772770983586135,0.0,0.0,0.0,214.63293056320282
2015-01-27,234.3425492156442,-526.5394352295299,1019.5078018917452,234.3425492156442,234.3425492156442,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-3.211530746939302,-3.211530746939302,-3.211530746939302,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-9.279886785947088,-9.279886785947088,-9.279886785947088,45.42756694155874,45.42756694155874,45.42756694155874,0.0,0.0,0.0,231.1310184687049
2015-01-28,234.43792729162936,-568.0366106144894,1061.0046749502364,234.43792729162936,234.43792729162936,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,27.151951867915226,27.151951867915226,27.151951867915226,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,22.029226683692734,22.029226683692734,22.029226683692734,44.48193608677345,44.48193608677345,44.48193608677345,0.0,0.0,0.0,261.5898791595446
2015-01-30,234.62868344359973,-492.1729764498467,1031.0383431657792,234.62868344359973,234.62868344359973,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-10.618076684389216,-10.618076684389216,-10.618076684389216,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-11.866828458274952,-11.866828458274952,-11.866828458274952,40.60796267643669,40.60796267643669,40.60796267643669,0.0,0.0,0.0,224.0106067592105
2015-01-31,234.72406151958492,-588.4935930889225,1022.6878252691212,234.72406151958492,234.72406151958492,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-2.725728341884766,-2.725728341884766,-2.725728341884766,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-0.9876053470545612,-0.9876053470545612,-0.9876053470545612,37.62108790772075,37.62108790772075,37.62108790772075,0.0,0.0,0.0,231.99833317770015
2015-02-01,234.81943959557006,-617.4460444608796,1004.6016041091791,234.81943959557006,234.81943959557006,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-14.726831202977335,-14.726831202977335,-14.726831202977335,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-9.28738443524842,-9.28738443524842,-9.28738443524842,33.91976413482203,33.91976413482203,33.91976413482203,0.0,0.0,0.0,220.09260839259272
2015-02-02,234.91481767155526,-661.4728703762776,937.4255000689769,234.91481767155526,234.91481767155526,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-35.873816971240814,-35.873816971240814,-35.873816971240814,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-26.02780065748783,-26.02780065748783,-26.02780065748783,29.51319458879797,29.51319458879797,29.51319458879797,0.0,0.0,0.0,199.04100070031444
2015-02-03,235.01019574754042,-626.9787082035692,992.6106411975933,235.01019574754042,235.01019574754042,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-24.21157280278308,-24.21157280278308,-24.21157280278308,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-9.279886786035865,-9.279886786035865,-9.279886786035865,24.427524885803734,24.427524885803734,24.427524885803734,0.0,0.0,0.0,210.79862294475734
2015-02-04,235.10557382352562,-516.0786661856757,1043.3437470152737,235.10557382352562,235.10557382352562,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,1.3761119096684744,1.3761119096684744,1.3761119096684744,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,22.02922668370653,22.02922668370653,22.02922668370653,18.706096128512893,18.706096128512893,18.706096128512893,0.0,0.0,0.0,236.4816857331941
2015-02-06,235.29632997549595,-628.6741037729784,960.6039144709181,235.29632997549595,235.29632997549595,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-45.612193790990894,-45.612193790990894,-45.612193790990894,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-11.866828458287172,-11.866828458287172,-11.866828458287172,5.613845569847227,5.613845569847227,5.613845569847227,0.0,0.0,0.0,189.68413618450506
2015-02-07,235.39170805148112,-598.2742495886904,1017.5527860567971,235.39170805148112,235.39170805148112,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-41.934828073989856,-41.934828073989856,-41.934828073989856,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-0.9876053470953617,-0.9876053470953617,-0.9876053470953617,-1.5880118243435384,-1.5880118243435384,-1.5880118243435384,0.0,0.0,0.0,193.45687997749127
2015-02-08,235.4870861274663,-550.0988420277405,1024.8128464159083,235.4870861274663,235.4870861274663,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-57.736772427957575,-57.736772427957575,-57.736772427957575,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-9.287384435164675,-9.287384435164675,-9.287384435164675,-9.090177090241948,-9.090177090241948,-9.090177090241948,0.0,0.0,0.0,177.75031369950875
2015-02-11,235.7732203554218,-581.7306691236561,984.6472857287328,235.7732203554218,235.7732203554218,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-49.499087998818844,-49.499087998818844,-49.499087998818844,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,22.029226683754445,22.029226683754445,22.029226683754445,-32.16910378002233,-32.16910378002233,-32.16910378002233,0.0,0.0,0.0,186.27413235660296
2015-02-12,235.868598431407,-630.3846399917343,977.7936582810165,235.868598431407,235.868598431407,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-43.54263947293351,-43.54263947293351,-43.54263947293351,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,35.420279000407426,35.420279000407426,35.420279000407426,-39.60370757078998,-39.60370757078998,-39.60370757078998,0.0,0.0,0.0,192.3259589584735
2015-02-14,236.05935458337734,-642.7531168840342,881.3429484094428,236.05935458337734,236.05935458337734,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-93.58731380033767,-93.58731380033767,-93.58731380033767,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-0.9876053470772981,-0.9876053470772981,-0.9876053470772981,-53.240497550709414,-53.240497550709414,-53.240497550709414,0.0,0.0,0.0,142.4720407830397
2015-02-15,236.1547326593625,-648.7216874459763,978.7701914818944,236.1547326593625,236.1547326593625,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-107.81234564085813,-107.81234564085813,-107.81234564085813,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-9.287384435216328,-9.287384435216328,-9.287384435216328,-59.16575030309084,-59.16575030309084,-59.16575030309084,0.0,0.0,0.0,128.34238701850438
2015-02-16,236.2501107353477,-708.9423096627296,892.0523271912402,236.2501107353477,236.2501107353477,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-129.7084347978347,-129.7084347978347,-129.7084347978347,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-26.027800657475225,-26.027800657475225,-26.027800657475225,-64.32142323780853,-64.32142323780853,-64.32142323780853,0.0,0.0,0.0,106.54167593751299
2015-02-17,236.34548881133284,-693.9557568617407,888.8211958277542,236.34548881133284,236.34548881133284,1.258170293246213,1.258170293246213,1.258170293246213,0.0,0.0,0.0,-0.9975223555957534,-0.9975223555957534,-0.9975223555957534,0.0,0.0,0.0,-5.586092715862232,-5.586092715862232,-5.586092715862232,2.1299490659375686,2.1299490659375686,2.1299490659375686,-36.16371519027675,-36.16371519027675,-36.16371519027675,0.0,0.0,0.0,0.0,0.0,0.0,-117.22838541746614,-117.22838541746614,-117.22838541746614,0.0,0.0,0.0,-39.359210902550956,-39.359210902550956,-39.359210902550956,0.0,0.0,0.0,-9.279886785956476,-9.279886785956476,-9.279886785956476,-68.58928772895871,-68.58928772895871,-68.58928772895871,0.0,0.0,0.0,119.1171033938667
